IATA Code,Airport Name,Country,City,TimeZone
\N,Finsterwalde/Schacksdorf Airport,Germany,Soest,Europe/Berlin
BWE,Braunschweig-Wolfsburg Airport,Germany,Braunschweig,Europe/Berlin
KSF,Kassel-Calden Airport,Germany,Kassel,Europe/Berlin
\N,Hildesheim Airport,Germany,Hildesheim,Europe/Berlin
BRV,Bremerhaven Airport,Germany,Bremerhaven,Europe/Berlin
EME,Emden Airport,Germany,Emden,Europe/Berlin
\N,Leer-Papenburg Airport,Germany,Leer,Europe/Berlin
WVN,Wilhelmshaven-Mariensiel Airport,Germany,Wilhelmshaven,Europe/Berlin
BMK,Borkum Airport,Germany,Borkum,Europe/Berlin
NRD,Norderney Airport,Germany,Norderney,Europe/Berlin
FLF,Flensburg-SchÃ¤ferhaus Airport,Germany,Flensburg,Europe/Berlin
\N,Rendsburg-Schachtholm Airport,Germany,Rendsburg,Europe/Berlin
GWT,Westerland Sylt Airport,Germany,Westerland,Europe/Berlin
\N,Ã„mari Air Base,Estonia,Armari Air Force Base,Europe/Tallinn
KDL,KÃ¤rdla Airport,Estonia,Kardla,Europe/Tallinn
URE,Kuressaare Airport,Estonia,Kuressaare,Europe/Tallinn
EPU,PÃ¤rnu Airport,Estonia,Parnu,Europe/Tallinn
TLL,Lennart Meri Tallinn Airport,Estonia,Tallinn-ulemiste International,Europe/Tallinn
TAY,Tartu Airport,Estonia,Tartu,Europe/Tallinn
ENF,Enontekio Airport,Finland,Enontekio,Europe/Helsinki
\N,Eura Airport,Finland,Eura,Europe/Helsinki
KEV,Halli Airport,Finland,Halli,Europe/Helsinki
HEM,Helsinki Malmi Airport,Finland,Helsinki,Europe/Helsinki
HEL,Helsinki Vantaa Airport,Finland,Helsinki,Europe/Helsinki
\N,Hameenkyro Airport,Finland,Hameenkyro,Europe/Helsinki
\N,Hanko Airport,Finland,Hanko,Europe/Helsinki
HYV,HyvinkÃ¤Ã¤ Airfield,Finland,Hyvinkaa,Europe/Helsinki
\N,Kiikala Airport,Finland,Kikala,Europe/Helsinki
\N,Immola Airport,Finland,Immola,Europe/Helsinki
KTQ,Kitee Airport,Finland,Kitee,Europe/Helsinki
IVL,Ivalo Airport,Finland,Ivalo,Europe/Helsinki
JOE,Joensuu Airport,Finland,Joensuu,Europe/Helsinki
JYV,Jyvaskyla Airport,Finland,Jyvaskyla,Europe/Helsinki
KAU,Kauhava Airport,Finland,Kauhava,Europe/Helsinki
KEM,Kemi-Tornio Airport,Finland,Kemi,Europe/Helsinki
KAJ,Kajaani Airport,Finland,Kajaani,Europe/Helsinki
KHJ,Kauhajoki Airport,Finland,Kauhajoki,Europe/Helsinki
KOK,Kokkola-Pietarsaari Airport,Finland,Kruunupyy,Europe/Helsinki
\N,Kemijarvi Airport,Finland,Kemijarvi,Europe/Helsinki
KAO,Kuusamo Airport,Finland,Kuusamo,Europe/Helsinki
KTT,KittilÃ¤ Airport,Finland,Kittila,Europe/Helsinki
KUO,Kuopio Airport,Finland,Kuopio,Europe/Helsinki
QLF,Lahti Vesivehmaa Airport,Finland,Vesivehmaa,Europe/Helsinki
LPP,Lappeenranta Airport,Finland,Lappeenranta,Europe/Helsinki
MHQ,Mariehamn Airport,Finland,Mariehamn,Europe/Mariehamn
\N,Menkijarvi Airport,Finland,Menkijarvi,Europe/Helsinki
MIK,Mikkeli Airport,Finland,Mikkeli,Europe/Helsinki
\N,Nummela Airport,Finland,Nummela,Europe/Helsinki
OUL,Oulu Airport,Finland,Oulu,Europe/Helsinki
\N,Piikajarvi Airport,Finland,Piikajarvi,Europe/Helsinki
POR,Pori Airport,Finland,Pori,Europe/Helsinki
\N,PudasjÃ¤rvi Airport,Finland,Pudasjarvi,Europe/Helsinki
\N,PyhÃ¤salmi Airport,Finland,Pyhasalmi,Europe/Helsinki
\N,Raahe Pattijoki Airport,Finland,Pattijoki,Europe/Helsinki
\N,Rantasalmi Airport,Finland,Rantasalmi,Europe/Helsinki
RVN,Rovaniemi Airport,Finland,Rovaniemi,Europe/Helsinki
\N,Rayskala Airport,Finland,Rayskala,Europe/Helsinki
SVL,Savonlinna Airport,Finland,Savonlinna,Europe/Helsinki
\N,Selanpaa Airport,Finland,Selanpaa,Europe/Helsinki
SOT,Sodankyla Airport,Finland,Sodankyla,Europe/Helsinki
TMP,Tampere-Pirkkala Airport,Finland,Tampere,Europe/Helsinki
\N,Teisko Airport,Finland,Teisko,Europe/Helsinki
TKU,Turku Airport,Finland,Turku,Europe/Helsinki
UTI,Utti Air Base,Finland,Utti,Europe/Helsinki
VAA,Vaasa Airport,Finland,Vaasa,Europe/Helsinki
VRK,Varkaus Airport,Finland,Varkaus,Europe/Helsinki
YLI,Ylivieska Airfield,Finland,Ylivieska-raudaskyla,Europe/Helsinki
BFS,Belfast International Airport,United Kingdom,Belfast,Europe/London
ENK,St Angelo Airport,United Kingdom,Enniskillen,Europe/London
BHD,George Best Belfast City Airport,United Kingdom,Belfast,Europe/London
LDY,City of Derry Airport,United Kingdom,Londonderry,Europe/London
BHX,Birmingham International Airport,United Kingdom,Birmingham,Europe/London
CVT,Coventry Airport,United Kingdom,Coventry,Europe/London
\N,Leicester Airport,United Kingdom,Leicester,Europe/London
GLO,Gloucestershire Airport,United Kingdom,Golouchestershire,Europe/London
\N,Wolverhampton Halfpenny Green Airport,United Kingdom,Halfpenny Green,Europe/London
GBA,Cotswold Airport,United Kingdom,Pailton,Europe/London
\N,Turweston Airport,United Kingdom,Turweston,Europe/London
\N,Wellesbourne Mountford Airport,United Kingdom,Wellesbourne,Europe/London
MAN,Manchester Airport,United Kingdom,Manchester,Europe/London
\N,Manchester Woodford Airport,United Kingdom,Woodfort,Europe/London
\N,Royal Marines Base Chivenor Airport,United Kingdom,Chivenor,Europe/London
NQY,Newquay Cornwall Airport,United Kingdom,Newquai,Europe/London
LYE,RAF Lyneham,United Kingdom,Lyneham,Europe/London
\N,MoD Boscombe Down Airport,United Kingdom,Boscombe Down,Europe/London
\N,RNAS Culdrose,United Kingdom,Culdrose,Europe/London
\N,MoD St. Athan,United Kingdom,St. Athan,Europe/London
YEO,RNAS Yeovilton,United Kingdom,Yeovilton,Europe/London
HAW,Haverfordwest Airport,United Kingdom,Haverfordwest,Europe/London
CWL,Cardiff International Airport,United Kingdom,Cardiff,Europe/London
SWS,Swansea Airport,United Kingdom,Swansea,Europe/London
BRS,Bristol Airport,United Kingdom,Bristol,Europe/London
LPL,Liverpool John Lennon Airport,United Kingdom,Liverpool,Europe/London
LTN,London Luton Airport,United Kingdom,London,Europe/London
PLH,Plymouth City Airport,United Kingdom,Plymouth,Europe/London
BOH,Bournemouth Airport,United Kingdom,Bournemouth,Europe/London
SOU,Southampton Airport,United Kingdom,Southampton,Europe/London
QLA,Lasham Airport,United Kingdom,Lasham,Europe/London
ACI,Alderney Airport,Guernsey,Alderney,Europe/Guernsey
GCI,Guernsey Airport,Guernsey,Guernsey,Europe/Guernsey
JER,Jersey Airport,Jersey,Jersey,Europe/Jersey
ESH,Shoreham Airport,United Kingdom,Shoreham By Sea,Europe/London
BQH,London Biggin Hill Airport,United Kingdom,Biggin Hill,Europe/London
LGW,London Gatwick Airport,United Kingdom,London,Europe/London
LCY,London City Airport,United Kingdom,London,Europe/London
FAB,Farnborough Airport,United Kingdom,Farnborough,Europe/London
\N,Chalgrove Airport,United Kingdom,Chalsgrove,Europe/London
BBS,Blackbushe Airport,United Kingdom,Blackbushe,Europe/London
LHR,London Heathrow Airport,United Kingdom,London,Europe/London
SEN,Southend Airport,United Kingdom,Southend,Europe/London
LYX,Lydd Airport,United Kingdom,Lydd,Europe/London
MSE,Kent International Airport,United Kingdom,Manston,Europe/London
\N,Brough Airport,United Kingdom,Brough,Europe/London
CAX,Carlisle Airport,United Kingdom,Carlisle,Europe/London
\N,Retford Gamston Airport,United Kingdom,Repton,Europe/London
BLK,Blackpool International Airport,United Kingdom,Blackpool,Europe/London
HUY,Humberside Airport,United Kingdom,Humberside,Europe/London
BWF,Barrow Walney Island Airport,United Kingdom,Barrow Island,Europe/London
LBA,Leeds Bradford Airport,United Kingdom,Leeds,Europe/London
WRT,Warton Airport,United Kingdom,Warton,Europe/London
CEG,Hawarden Airport,United Kingdom,Hawarden,Europe/London
IOM,Isle of Man Airport,Isle of Man,Isle Of Man,Europe/Isle_of_Man
NCL,Newcastle Airport,United Kingdom,Newcastle,Europe/London
MME,Durham Tees Valley Airport,United Kingdom,Teesside,Europe/London
EMA,East Midlands Airport,United Kingdom,East Midlands,Europe/London
\N,Llanbedr Airport,United Kingdom,Llanbedr,Europe/London
\N,RAF Ternhill,United Kingdom,Ternhill,Europe/London
\N,RAF Shawbury,United Kingdom,Shawbury,Europe/London
\N,RAF Woodvale,United Kingdom,Woodvale,Europe/London
KOI,Kirkwall Airport,United Kingdom,Kirkwall,Europe/London
LSI,Sumburgh Airport,United Kingdom,Sumburgh,Europe/London
WIC,Wick Airport,United Kingdom,Wick,Europe/London
ABZ,Aberdeen Dyce Airport,United Kingdom,Aberdeen,Europe/London
INV,Inverness Airport,United Kingdom,Inverness,Europe/London
GLA,Glasgow International Airport,United Kingdom,Glasgow,Europe/London
EDI,Edinburgh Airport,United Kingdom,Edinburgh,Europe/London
ILY,Islay Airport,United Kingdom,Islay,Europe/London
PIK,Glasgow Prestwick Airport,United Kingdom,Prestwick,Europe/London
BEB,Benbecula Airport,United Kingdom,Benbecula,Europe/London
SCS,Scatsta Airport,United Kingdom,Scatsta,Europe/London
DND,Dundee Airport,United Kingdom,Dundee,Europe/London
SYY,Stornoway Airport,United Kingdom,Stornoway,Europe/London
TRE,Tiree Airport,United Kingdom,Tiree,Europe/London
ADX,RAF Leuchars,United Kingdom,Leuchars,Europe/London
LMO,RAF Lossiemouth,United Kingdom,Lossiemouth,Europe/London
CBG,Cambridge Airport,United Kingdom,Cambridge,Europe/London
\N,Peterborough Business Airport,United Kingdom,Peterborough,Europe/London
NWI,Norwich International Airport,United Kingdom,Norwich,Europe/London
STN,London Stansted Airport,United Kingdom,London,Europe/London
\N,North Weald Airport,United Kingdom,North Weald,Europe/London
\N,Sheffield City Heliport,United Kingdom,Fowlmere,Europe/London
\N,Cranfield Airport,United Kingdom,Cranfield,Europe/London
EXT,Exeter International Airport,United Kingdom,Exeter,Europe/London
FZO,Bristol Filton Airport,United Kingdom,Bristol,Europe/London
OXF,Oxford (Kidlington) Airport,United Kingdom,Oxford,Europe/London
BEX,RAF Benson,United Kingdom,Benson,Europe/London
LKZ,RAF Lakenheath,United Kingdom,Lakenheath,Europe/London
MHZ,RAF Mildenhall,United Kingdom,Mildenhall,Europe/London
\N,RAF Wattisham,United Kingdom,Wattisham,Europe/London
QUY,RAF Wyton,United Kingdom,Wyton,Europe/London
FFD,RAF Fairford,United Kingdom,Fairford,Europe/London
BZZ,RAF Brize Norton,United Kingdom,Brize Norton,Europe/London
ODH,RAF Odiham,United Kingdom,Odiham,Europe/London
\N,DCAE Cosford Air Base,United Kingdom,Cosford,Europe/London
NHT,RAF Northolt,United Kingdom,Northolt,Europe/London
QCY,RAF Coningsby,United Kingdom,Coningsby,Europe/London
\N,RAF Dishforth,United Kingdom,Dishforth,Europe/London
\N,Leeming Airport,United Kingdom,Leeming,Europe/London
\N,Leeds East Airport,United Kingdom,Church Fenton,Europe/London
BEQ,RAF Honington,United Kingdom,Honington,Europe/London
\N,RAF Cottesmore,United Kingdom,Cottesmore,Europe/London
SQZ,RAF Scampton,United Kingdom,Scampton,Europe/London
\N,RAF Wittering,United Kingdom,Wittering,Europe/London
HRT,RAF Linton-On-Ouse,United Kingdom,Linton-on-ouse,Europe/London
WTN,RAF Waddington,United Kingdom,Waddington,Europe/London
\N,RAF Topcliffe,United Kingdom,Topcliffe,Europe/London
\N,RAF Cranwell,United Kingdom,Cranwell,Europe/London
\N,RAF Barkston Heath,United Kingdom,Barkston Heath,Europe/London
KNF,RAF Marham,United Kingdom,Marham,Europe/London
MPN,Mount Pleasant Airport,Falkland Islands,Mount Pleasant,Atlantic/Stanley
AMS,Amsterdam Airport Schiphol,Netherlands,Amsterdam,Europe/Amsterdam
\N,Budel Airfield Kempen,Netherlands,Weert,Europe/Amsterdam
MST,Maastricht Aachen Airport,Netherlands,Maastricht,Europe/Amsterdam
\N,Deelen Air Base,Netherlands,Deelen,Europe/Amsterdam
\N,Drachten Airport,Netherlands,Drachten,Europe/Amsterdam
EIN,Eindhoven Airport,Netherlands,Eindhoven,Europe/Amsterdam
GRQ,Eelde Airport,Netherlands,Groningen,Europe/Amsterdam
GLZ,Gilze Rijen Air Base,Netherlands,Gilze-rijen,Europe/Amsterdam
DHR,De Kooy Airport,Netherlands,De Kooy,Europe/Amsterdam
LEY,Lelystad Airport,Netherlands,Lelystad,Europe/Amsterdam
LWR,Leeuwarden Air Base,Netherlands,Leeuwarden,Europe/Amsterdam
RTM,Rotterdam The Hague Airport,Netherlands,Rotterdam,Europe/Amsterdam
UTC,Soesterberg Air Base,Netherlands,Soesterberg,Europe/Amsterdam
ENS,Twente Airport,Netherlands,Enschede,Europe/Amsterdam
LID,Valkenburg Naval Air Base,Netherlands,Valkenburg,Europe/Amsterdam
WOE,Woensdrecht Air Base,Netherlands,Woensdrecht,Europe/Amsterdam
ORK,Cork Airport,Ireland,Cork,Europe/Dublin
GWY,Galway Airport,Ireland,Galway,Europe/Dublin
DUB,Dublin Airport,Ireland,Dublin,Europe/Dublin
NOC,Ireland West Knock Airport,Ireland,Connaught,Europe/Dublin
KIR,Kerry Airport,Ireland,Kerry,Europe/Dublin
\N,Casement Air Base,Ireland,Casement,Europe/Dublin
SNN,Shannon Airport,Ireland,Shannon,Europe/Dublin
SXL,Sligo Airport,Ireland,Sligo,Europe/Dublin
WAT,Waterford Airport,Ireland,Waterford,Europe/Dublin
AAR,Aarhus Airport,Denmark,Aarhus,Europe/Copenhagen
BLL,Billund Airport,Denmark,Billund,Europe/Copenhagen
CPH,Copenhagen Kastrup Airport,Denmark,Copenhagen,Europe/Copenhagen
EBJ,Esbjerg Airport,Denmark,Esbjerg,Europe/Copenhagen
\N,GrÃ¸nholt HillerÃ¸d Airport,Denmark,Gronholt,Europe/Copenhagen
KRP,Karup Airport,Denmark,Karup,Europe/Copenhagen
BYR,LÃ¦sÃ¸ Airport,Denmark,Laeso,Europe/Copenhagen
MRW,Lolland Falster Maribo Airport,Denmark,Maribo,Europe/Copenhagen
ODE,Odense Airport,Denmark,Odense,Europe/Copenhagen
\N,KrusÃ¥-Padborg Airport,Denmark,Krusa-padborg,Europe/Copenhagen
RKE,Copenhagen Roskilde Airport,Denmark,Copenhagen,Europe/Copenhagen
RNN,Bornholm Airport,Denmark,Ronne,Europe/Copenhagen
SGD,SÃ¸nderborg Airport,Denmark,Soenderborg,Europe/Copenhagen
SKS,Skrydstrup Air Base,Denmark,Skrydstrup,Europe/Copenhagen
SQW,Skive Airport,Denmark,Skive,Europe/Copenhagen
TED,Thisted Airport,Denmark,Thisted,Europe/Copenhagen
\N,Kolding Vamdrup Airfield,Denmark,Kolding,Europe/Copenhagen
FAE,Vagar Airport,Faroe Islands,Vagar,Atlantic/Faeroe
\N,Vesthimmerlands Flyveplads,Denmark,Vesthimmerland,Europe/Copenhagen
STA,Stauning Airport,Denmark,Stauning,Europe/Copenhagen
AAL,Aalborg Airport,Denmark,Aalborg,Europe/Copenhagen
LUX,Luxembourg-Findel International Airport,Luxembourg,Luxemburg,Europe/Luxembourg
AES,Ã…lesund Airport,Norway,Alesund,Europe/Oslo
ANX,AndÃ¸ya Airport,Norway,Andoya,Europe/Oslo
ALF,Alta Airport,Norway,Alta,Europe/Oslo
\N,BÃ¸moen Airport,Norway,Voss,Europe/Oslo
BNN,BrÃ¸nnÃ¸ysund Airport,Norway,Bronnoysund,Europe/Oslo
BOO,BodÃ¸ Airport,Norway,Bodo,Europe/Oslo
BGO,Bergen Airport Flesland,Norway,Bergen,Europe/Oslo
BJF,BÃ¥tsfjord Airport,Norway,Batsfjord,Europe/Oslo
KRS,Kristiansand Airport,Norway,Kristiansand,Europe/Oslo
DLD,Geilo Airport Dagali,Norway,Geilo,Europe/Oslo
BDU,Bardufoss Airport,Norway,Bardufoss,Europe/Oslo
EVE,"Harstad/Narvik Airport, Evenes",Norway,Harstad/Narvik,Europe/Oslo
VDB,Leirin Airport,Norway,Fagernes,Europe/Oslo
FRO,FlorÃ¸ Airport,Norway,Floro,Europe/Oslo
OSL,Oslo Lufthavn,Norway,Oslo,Europe/Oslo
HAU,Haugesund Airport,Norway,Haugesund,Europe/Oslo
HAA,Hasvik Airport,Norway,Hasvik,Europe/Oslo
KSU,Kristiansund Airport (Kvernberget),Norway,Kristiansund,Europe/Oslo
\N,Kjeller Airport,Norway,Kjeller,Europe/Oslo
KKN,Kirkenes Airport (HÃ¸ybuktmoen),Norway,Kirkenes,Europe/Oslo
FAN,Lista Airport,Norway,Farsund,Europe/Oslo
MOL,Molde Airport,Norway,Molde,Europe/Oslo
MJF,MosjÃ¸en Airport (KjÃ¦rstad),Norway,Mosjoen,Europe/Oslo
LKL,Banak Airport,Norway,Lakselv,Europe/Oslo
NTB,Notodden Airport,Norway,Notodden,Europe/Oslo
OLA,Ã˜rland Airport,Norway,Orland,Europe/Oslo
RRS,RÃ¸ros Airport,Norway,Roros,Europe/Oslo
RYG,"Moss Airport, Rygge",Norway,Rygge,Europe/Oslo
LYR,"Svalbard Airport, Longyear",Norway,Svalbard,Arctic/Longyearbyen
SKE,Skien Airport,Norway,Skien,Europe/Oslo
SRP,Stord Airport,Norway,Stord,Europe/Oslo
SSJ,SandnessjÃ¸en Airport (Stokka),Norway,Sandnessjoen,Europe/Oslo
TOS,"TromsÃ¸ Airport,",Norway,Tromso,Europe/Oslo
TRF,"Sandefjord Airport, Torp",Norway,Sandefjord,Europe/Oslo
TRD,Trondheim Airport VÃ¦rnes,Norway,Trondheim,Europe/Oslo
SVG,Stavanger Airport Sola,Norway,Stavanger,Europe/Oslo
\N,Babice Airport,Poland,Warsaw,Europe/Warsaw
GDN,GdaÅ„sk Lech WaÅ‚Ä™sa Airport,Poland,Gdansk,Europe/Warsaw
KRK,KrakÃ³w John Paul II International Airport,Poland,Krakow,Europe/Warsaw
\N,Muchowiec Airport,Poland,Katowice,Europe/Warsaw
KTW,Katowice International Airport,Poland,Katowice,Europe/Warsaw
\N,Mielec Airport,Poland,Mielec,Europe/Warsaw
POZ,PoznaÅ„-Åawica Airport,Poland,Poznan,Europe/Warsaw
RZE,RzeszÃ³w-Jasionka Airport,Poland,Rzeszow,Europe/Warsaw
SZZ,"Szczecin-GoleniÃ³w ""SolidarnoÅ›Ä‡"" Airport",Poland,Szczecin,Europe/Warsaw
OSP,Redzikowo Air Base,Poland,Slupsk,Europe/Warsaw
\N,Swidwin Military Air Base,Poland,Shapaja,Europe/Warsaw
WAW,Warsaw Chopin Airport,Poland,Warsaw,Europe/Warsaw
WRO,Copernicus WrocÅ‚aw Airport,Poland,Wroclaw,Europe/Warsaw
IEG,Zielona GÃ³ra-Babimost Airport,Poland,Zielona Gora,Europe/Warsaw
\N,Malmen Air Base,Sweden,Linkoeping,Europe/Stockholm
\N,BrÃ¥valla Air Base,Sweden,Norrkoeping,Europe/Stockholm
\N,Uppsala Airport,Sweden,Uppsala,Europe/Stockholm
RNB,Ronneby Airport,Sweden,Ronneby,Europe/Stockholm
\N,RÃ¥da Air Base,Sweden,Rada,Europe/Stockholm
GOT,Gothenburg-Landvetter Airport,Sweden,Gothenborg,Europe/Stockholm
JKG,JÃ¶nkÃ¶ping Airport,Sweden,Joenkoeping,Europe/Stockholm
\N,FalkÃ¶ping Airport,Sweden,Falkoping,Europe/Stockholm
LDK,LidkÃ¶ping-Hovby Airport,Sweden,Lidkoping,Europe/Stockholm
GSE,Gothenburg City Airport,Sweden,Gothenborg,Europe/Stockholm
KVB,SkÃ¶vde Airport,Sweden,Skovde,Europe/Stockholm
THN,TrollhÃ¤ttan-VÃ¤nersborg Airport,Sweden,Trollhattan,Europe/Stockholm
\N,Karlsborg Air Base,Sweden,Karlsborg,Europe/Stockholm
\N,SÃ¥tenÃ¤s Air Base,Sweden,Satenas,Europe/Stockholm
\N,Barkarby Airport,Sweden,Stockholm,Europe/Stockholm
KSK,Karlskoga Airport,Sweden,Karlskoga,Europe/Stockholm
MXX,Mora Airport,Sweden,Mora,Europe/Stockholm
NYO,Stockholm Skavsta Airport,Sweden,Stockholm,Europe/Stockholm
\N,Arvika Airport,Sweden,Arvika,Europe/Stockholm
\N,Emmaboda Airfield,Sweden,Emmaboda,Europe/Stockholm
\N,Feringe Airport,Sweden,Ljungby,Europe/Stockholm
KID,Kristianstad Airport,Sweden,Kristianstad,Europe/Stockholm
\N,Landskrona Airport,Sweden,Landskrona,Europe/Stockholm
OSK,Oskarshamn Airport,Sweden,Oskarshamn,Europe/Stockholm
\N,Anderstorp Airport,Sweden,Anderstorp,Europe/Stockholm
KLR,Kalmar Airport,Sweden,Kalkmar,Europe/Stockholm
MMX,MalmÃ¶ Sturup Airport,Sweden,Malmoe,Europe/Stockholm
HAD,Halmstad Airport,Sweden,Halmstad,Europe/Stockholm
\N,Hagshult Air Base,Sweden,Hagshult,Europe/Stockholm
VXO,VÃ¤xjÃ¶ Kronoberg Airport,Sweden,Vaxjo,Europe/Stockholm
\N,Hallviken Airport,Sweden,Hallviken,Europe/Stockholm
\N,Hedlanda Airport,Sweden,Hede,Europe/Stockholm
EVG,Sveg Airport,Sweden,Sveg,Europe/Stockholm
GEV,GÃ¤llivare Airport,Sweden,Gallivare,Europe/Stockholm
HUV,Hudiksvall Airport,Sweden,Hudiksvall,Europe/Stockholm
\N,Jokkmokk Airport,Sweden,Jokkmokk,Europe/Stockholm
KRF,Kramfors SollefteÃ¥ Airport,Sweden,Kramfors,Europe/Stockholm
LYC,Lycksele Airport,Sweden,Lycksele,Europe/Stockholm
\N,Optand Airport,Sweden,Optand,Europe/Stockholm
SDL,Sundsvall-HÃ¤rnÃ¶sand Airport,Sweden,Sundsvall,Europe/Stockholm
OER,Ã–rnskÃ¶ldsvik Airport,Sweden,Ornskoldsvik,Europe/Stockholm
\N,PiteÃ¥ Airport,Sweden,Pitea,Europe/Stockholm
KRN,Kiruna Airport,Sweden,Kiruna,Europe/Stockholm
\N,Orsa Airport,Sweden,Orsa,Europe/Stockholm
SFT,SkellefteÃ¥ Airport,Sweden,Skelleftea,Europe/Stockholm
\N,SÃ¤ttna Airport,Sweden,Sattna,Europe/Stockholm
UME,UmeÃ¥ Airport,Sweden,Umea,Europe/Stockholm
VHM,Vilhelmina Airport,Sweden,Vilhelmina,Europe/Stockholm
AJR,Arvidsjaur Airport,Sweden,Arvidsjaur,Europe/Stockholm
ORB,Ã–rebro Airport,Sweden,Orebro,Europe/Stockholm
VST,Stockholm VÃ¤sterÃ¥s Airport,Sweden,Vasteras,Europe/Stockholm
LLA,LuleÃ¥ Airport,Sweden,Lulea,Europe/Stockholm
\N,Vidsel Air Base,Sweden,Vidsel,Europe/Stockholm
\N,Arboga Airport,Sweden,Arboga,Europe/Stockholm
ARN,Stockholm-Arlanda Airport,Sweden,Stockholm,Europe/Stockholm
BMA,Stockholm-Bromma Airport,Sweden,Stockholm,Europe/Stockholm
BLE,Borlange Airport,Sweden,Borlange,Europe/Stockholm
HLF,Hultsfred Airport,Sweden,Hultsfred,Europe/Stockholm
GVX,GÃ¤vle Sandviken Airport,Sweden,Gavle,Europe/Stockholm
LPI,LinkÃ¶ping City Airport,Sweden,Linkoeping,Europe/Stockholm
NRK,NorrkÃ¶ping Airport,Sweden,Norrkoeping,Europe/Stockholm
EKT,Eskilstuna Airport,Sweden,Eskilstuna,Europe/Stockholm
VBY,Visby Airport,Sweden,Visby,Europe/Stockholm
\N,Kalixfors Airport,Sweden,Kalixfors,Europe/Stockholm
SPM,Spangdahlem Air Base,Germany,Spangdahlem,Europe/Berlin
RMS,Ramstein Air Base,Germany,Ramstein,Europe/Berlin
GHF,[Duplicate] Giebelstadt Army Air Field,Germany,Giebelstadt,Europe/Berlin
\N,BÃ¼ckeburg Air Base,Germany,Brueckeburg,Europe/Berlin
ZCN,Celle Airport,Germany,Celle,Europe/Berlin
\N,Rheine Bentlage Air Base,Germany,Rheine-brentlange,Europe/Berlin
FRZ,Fritzlar Airport,Germany,Fritzlar,Europe/Berlin
\N,Laupheim Air Base,Germany,Laupheim,Europe/Berlin
\N,Mendig Airfield,Germany,Mendig,Europe/Berlin
\N,Niederstetten Army Air Base,Germany,Niederstetten,Europe/Berlin
\N,Roth Airport,Germany,Roth,Europe/Berlin
\N,Fassberg Air Base,Germany,Fassberg,Europe/Berlin
\N,Grafenwohr Army Air Field,Germany,Grafenwoehr,Europe/Berlin
ZNF,Hanau Army Air Field,Germany,Hanau,Europe/Berlin
\N,Hohenfels Army Air Field,Germany,Hohenfels,Europe/Berlin
KZG,Flugplatz Kitzingen,Germany,Kitzingen,Europe/Berlin
FCN,Nordholz Naval Airbase,Germany,Nordholz,Europe/Berlin
\N,Diepholz Air Base,Germany,Diepholz,Europe/Berlin
GKE,Geilenkirchen Air Base,Germany,Geilenkirchen,Europe/Berlin
\N,Hohn Air Base,Germany,Hohn,Europe/Berlin
\N,Jever Air Base,Germany,Jever,Europe/Berlin
RLG,Rostock-Laage Airport,Germany,Laage,Europe/Berlin
\N,NÃ¶rvenich Air Base,Germany,Noervenich,Europe/Berlin
WBG,Schleswig Air Base,Germany,Schleswig,Europe/Berlin
\N,Wittmundhafen Airport,Germany,Wittmundhafen,Europe/Berlin
